doi,n_leaves_parsed,n_xyz_total,elements
10.1021/ic302236u,1,41,C F Ni S
10.1021/ic302289r,1,7,C Cl Cu H N O
10.1021/ic302307m,1,13,C H P Ru
10.1021/ic302322r,1,5,Ag Al Ar As B Ba Be Br C Ca Cd Ce Cl Co Cr Cs Cu Dy Eu F Fe Ga Gd Ge H He Ho I In K Kr La Li Mg Mn Mo N Na Nb Nd Ne Ni O P Pd Pm Pr Rb Rh Ru S Sb Sc Se Si Sm Sn Sr Tb Tc Te Ti V Xe Y Zn Zr
10.1021/ic302353t,1,40,Au F
10.1021/ic302355b,1,6,C Cl H Mo N O
10.1021/ic302438f,1,7,C O
10.1021/ic302448d,1,21,Al B Be C F H He Li Mg N Na Ne O Si
10.1021/ic302478e,1,4,C H N Pt
10.1021/ic302557j,1,3,O Te Zn
10.1021/ic302758g,1,2,C H N O
10.1021/ic302793w,1,7,Br C H N O
10.1021/ic302799s,1,49,S
10.1021/ic400009m,1,63,C H N
10.1021/ic400010d,1,55,C H N
10.1021/ic400054k,1,52,C H N O Ru
10.1021/ic400174r,1,4,C Cu H N O
10.1021/ic400251y,1,16,C H O P Pt
10.1021/ic400377k,1,3,Br C H Mn N O
10.1021/ic400399v,1,81,C H I O
10.1021/ic400417d,1,20,C Cu H N O
10.1021/ic4004559,1,6,B H S
10.1021/ic400463a,1,2,C Cl H N Ti Y
10.1021/ic4004824,1,9,C Cl H N O Ru
10.1021/ic4004998,1,14,Br
10.1021/ic4005104,1,61,C Cl Fe H N O
10.1021/ic400541e,1,7,C H Ir N
10.1021/ic4005449,1,9,C Cr O
10.1021/ic4005505,1,2,B C H N P Rh Si
10.1021/ic400558b,1,6,C Cu H N O
10.1021/ic400652b,1,4,O
10.1021/ic400666v,1,15,C H N Pd Ru
10.1021/ic400684s,1,10,C H Ir N O P
10.1021/ic4007026,1,4,C H N O
10.1021/ic400703r,1,3,C H P Ru Si
10.1021/ic400730a,1,22,C Cl H O Os P
10.1021/ic400732g,1,18,C Cl H N Pt
10.1021/ic400736b,1,6,Au C Cl H P Sb
10.1021/ic400741b,1,13,C Cl H Ru Zn
10.1021/ic400759r,1,11,C H Ir O P
10.1021/ic4008203,1,4,C H Mn N O
10.1021/ic400908f,1,6,C H N O Pt S
10.1021/ic400911k,1,24,C H N O
10.1021/ic400953e,1,2,C Fe H O Zn
10.1021/ic400955c,1,4,C Cl Cu H N O
10.1021/ic401008y,1,14,C Cl H N O Ti
10.1021/ic4010196,1,8,C Cl H N Ru
10.1021/ic401119p,1,52,C Cl H N P Ru
10.1021/ic401130e,1,4,C F
10.1021/ic4011423,1,2,C Fe H N
10.1021/ic401163y,1,12,C Cl Fe H In N
10.1021/ic4011746,1,8,C F H N Ni
10.1021/ic401204j,1,5,C H Mo O P
10.1021/ic401275e,1,31,C H O U
10.1021/ic4012873,1,2,C Co H N O P Pt
10.1021/ic401356u,1,4,Al Ar As B Be Br C Ca Cl Co Cr Cu F Fe Ga Ge H He K Kr Li Mg Mn N Na Ne Ni O P Rb S Sc Se Si Sr Ti V Zn
10.1021/ic401429z,1,9,C H N O Se
10.1021/ic401432m,1,27,C H N P
10.1021/ic4014366,1,29,Al Ar As B Be Br C Ca Cl Co Cr Cu F Fe Ga Ge H He K Kr Li Mg Mn N Na Ne Ni O P S Sc Se Si Ti V Zn
10.1021/ic401450u,1,37,C F H P W
10.1021/ic401521m,1,16,H O Si
10.1021/ic401540s,1,4,Au C H Ni O P
10.1021/ic401677j,1,6,Fe H N
10.1021/ic401752n,1,273,V
10.1021/ic401798b,1,7,C F H Ni O P W
10.1021/ic401835d,1,131,C Cl H Ir P
10.1021/ic401836n,1,12,C Fe H O
10.1021/ic401844m,1,17,B H N
10.1021/ic4018882,1,6,C Co H N P
10.1021/ic401920b,1,60,B C F H N
10.1021/ic401933m,1,2,C H P
10.1021/ic401974t,1,2,C Ce H N O
10.1021/ic401985d,1,3,C Fe H N O
10.1021/ic401999r,1,32,H O W Zr
10.1021/ic402036p,1,4,C F H N O Pt
10.1021/ic402082m,1,16,C H N
10.1021/ic4021349,1,79,H
10.1021/ic402173z,1,1,C H Li N O
10.1021/ic402255m,1,105,C H O
10.1021/ic402261v,1,43,Cl H
10.1021/ic4023344,1,24,H O
10.1021/ic402343q,1,2,C Co H I N P U
10.1021/ic402358s,1,17,C Cl H P Pt
10.1021/ic402411g,1,9,C Cl H Ir N
10.1021/ic402422h,1,18,F O
10.1021/ic4024458,1,13,C H Ir N P Si
10.1021/ic4024663,1,13,C O
10.1021/ic402474t,1,4,C N Ru
10.1021/ic4025102,1,16,C H Mo N O
10.1021/ic402517m,1,14,C Fe H N O
10.1021/ic402539x,1,2,C H N O Pd Pt
10.1021/ic4026206,1,69,B C H P Ru
10.1021/ic402649b,1,31,Al C H N P
10.1021/ic4027317,1,47,H
10.1021/ic402759w,1,77,C Fe H N O
10.1021/ic402762v,1,4,C Cl Fe H N O P
10.1021/ic402795g,1,14,C Cl H O P
10.1021/ic402831f,1,42,C Cl Cr H N O
10.1021/ic4028332,1,3,C H N Ru
10.1021/ic402836d,1,45,C H N Pd
10.1021/ic402921b,1,71,C H O U
10.1021/ic402944r,1,11,Cl Fe S
10.1021/ic402962c,1,5,Co O P W
10.1021/ic403036s,1,4,Au C F H Hg P
10.1021/ic4031766,1,7,C Cu H N
10.1021/ic5000205,1,17,Al
10.1021/ic500089b,1,3,C Fe H Ni O S
10.1021/ic500108g,1,105,C Fe H N O
10.1021/ic500133y,1,91,H
10.1021/ic5001683,1,8,C Cl H N W
10.1021/ic500229r,1,4,F N O Tc
10.1021/ic500231z,1,2,Al Ar As B Be Br C Ca Cl Co Cr Cu F Fe Ga Ge H He K Kr Li Mg Mn Mo N Na Nb Ne Ni O P Rb S Sc Se Si Sr Ti V Y Zn Zr
10.1021/ic500232w,1,8,C H N O Pt
10.1021/ic500258g,1,25,C H Ir N Si Zr
10.1021/ic500355f,1,3,C Fe H N
10.1021/ic500363h,2,42,C Cu Fe H N O
10.1021/ic500379r,1,29,Fe H O
10.1021/ic500389p,1,1,Ni
10.1021/ic5004275,1,4,C Cl Fe H N P
10.1021/ic500491c,1,1,C Cu H N O
10.1021/ic500498k,1,17,C H O P W
10.1021/ic500536h,1,15,C H
10.1021/ic500636m,1,9,C H N O Rh
10.1021/ic500684b,1,18,Al Ar B Be C Ca Cl Co Cr Cu F Fe Ga H He K Li Mg Mn N Na Ne Ni O P S Sc Si Ti V Zn
10.1021/ic5006902,1,26,H
10.1021/ic500697m,1,12,C H P
10.1021/ic500698v,1,4,C H N Ni S
10.1021/ic500705t,1,31,H
10.1021/ic5007204,1,7,C Cr H N
10.1021/ic500723y,1,11,C Cl H P Sb
10.1021/ic500743u,1,51,C H N O P Ru
10.1021/ic500777d,1,1,S
10.1021/ic500811n,1,21,C H N O P Ru
10.1021/ic500821z,1,2,C H O Ru Se
10.1021/ic500829p,1,9,C H N Ni
10.1021/ic500833s,1,6,C F H N Si U
10.1021/ic500840e,1,7,C Co H N
10.1021/ic5009126,1,11,Al C H P
10.1021/ic500939t,1,4,C Ce H N Si
10.1021/ic5009413,1,44,C Cl H P Pt
10.1021/ic500971z,1,12,C H N O Pt
10.1021/ic501032t,1,8,C H Ir N
10.1021/ic501103c,1,6,C Cl F H N Sn
10.1021/ic501149u,1,16,N
10.1021/ic501273b,1,4,C H O Pt S
10.1021/ic5013999,1,5,B C Cl H N O Pd
10.1021/ic501416u,1,58,C H Mo O
10.1021/ic501430x,1,8,C H N O Pt
10.1021/ic501463q,1,6,C Fe H N
10.1021/ic5015048,1,37,C H N O
10.1021/ic501574e,1,2,Au C H O P
10.1021/ic5015797,1,4,C Cu H N Si
10.1021/ic501600s,1,6,C H N P Tl
10.1021/ic501613a,2,44,C Fe H N
10.1021/ic5016324,2,12,C Cl H Ir N
10.1021/ic501656s,1,1,C H N Ni
10.1021/ic501659x,1,14,C Cl H Ni O Pt S
10.1021/ic501677k,1,1,C Co H N Si
10.1021/ic501695n,1,60,C H N
10.1021/ic501715h,1,7,U
10.1021/ic501723n,1,3,Ga Ru
10.1021/ic501742j,1,3,C Cu H S
10.1021/ic501747e,1,1,H
10.1021/ic501843c,1,100,C H La N O
10.1021/ic501857f,1,4,C H Mo O P W
10.1021/ic501869y,1,13,Ag Al Ar As B Be Br C Ca Cd Cl Co Cr Cu F Fe Ga Ge H He K Kr Li Mg Mn Mo N Na Nb Ne Ni O P Pd Rb Rh Ru S Sc Se Si Sr Tc Ti V Y Zn Zr
10.1021/ic501932c,1,14,C Cl H N O Re
10.1021/ic501991e,1,14,Li
10.1021/ic5020412,1,5,Ca
10.1021/ic502056w,1,1,C Cl H N O Pd
10.1021/ic5020785,1,1,Br C H N Ni
10.1021/ic502152r,1,120,C Cr H
10.1021/ic502287m,1,42,C H Mn N
10.1021/ic502320m,1,5,Br C H N Os P
10.1021/ic5023517,1,4,C H N O U
10.1021/ic5024218,1,2,C Cl H Mo N Ru
10.1021/ic502438g,1,15,B Be C H He Li N
10.1021/ic502444k,1,5,C F H Ir N O
10.1021/ic5024983,1,13,C H Mn N O P
10.1021/ic5025313,1,32,Br C H N P S W
10.1021/ic502535f,1,27,C Fe H N O
10.1021/ic5026153,1,1,C H N Ni P
10.1021/ic502665x,1,10,C Co H N O
10.1021/ic502729z,1,42,C H Mo N O
10.1021/ic5027625,1,1,C Fe H N O
10.1021/ic502792q,1,2,C H N Ni
10.1021/ic502966m,1,20,O
10.1021/ic502969w,1,4,N O Pu
10.1021/ic5029838,1,14,K
10.1021/ic502991p,1,6,C H Si Tm
10.1021/ic503036b,1,28,B O
10.1021/ic503046n,1,8,Mn O
10.1021/ic503070j,1,12,C H N O Ru
10.1021/ic503072u,1,6,B C Cu H N P
10.1021/ic503117k,1,10,C H N Ru
10.1021/ic700462h,1,24,C Fe H N O
10.1021/ic700619g,1,35,B C Fe H N O
10.1021/ic7006292,1,9,C Fe H N S
10.1021/ic700647v,1,17,B C H N
10.1021/ic700674c,1,18,C H N P Ru
10.1021/ic700761e,1,100,C Fe H O P Pt Si
10.1021/ic7008946,1,6,Ag Al Ar As B Ba Be Br C Ca Cd Ce Cl Co Cr Cs Cu Dy Er Eu F Fe Ga Gd Ge H He Ho I In K Kr La Li Mg Mn Mo N Na Nb Nd Ne Ni O P Pd Pm Pr Rb Rh Ru S Sb Sc Se Si Sm Sn Sr Tb Tc Te Ti Tm V Xe Y Yb Zn Zr
10.1021/ic700940x,1,16,C H Mn N O
10.1021/ic701063v,1,2,Al C H N O Ti
10.1021/ic701171p,1,9,C Co H N P Si
10.1021/ic7011765,1,3,C H N O Ti Zr
10.1021/ic701421w,1,5,C Cl H N O Ru S
10.1021/ic701529a,1,6,Br C H Ni O P
10.1021/ic701625g,1,35,C Cr H
10.1021/ic7017314,1,63,Cl Mo O
10.1021/ic701830m,1,4,Ag C Cl H N O
10.1021/ic701892v,1,9,C H N O Ru
10.1021/ic7020897,1,9,C H P S
10.1021/ic702139n,1,3,C H N Ru
10.1021/ic702186g,1,10,Ag C H N O
10.1021/ic702273a,1,17,C H N S
10.1021/ic7022743,2,16,B Be H He Li
10.1021/ic702276k,1,80,C H Ti
10.1021/ic702279b,1,13,C Fe H N P Si
10.1021/ic7023764,1,2,C H N Ni P Si
10.1021/ic702503m,1,9,C H N Ni P Si
10.1021/ic800019n,1,26,C O Os
10.1021/ic8000653,1,50,C Cr N
10.1021/ic8000976,1,71,C H Se Sn
10.1021/ic800182m,1,9,C Fe H N P
10.1021/ic800187r,1,13,C Cr H O
10.1021/ic800237a,1,1,C
10.1021/ic800246t,1,3,C H N Ru
10.1021/ic8002838,1,1,C Cl Fe H N
10.1021/ic8003933,1,15,C Cu H N O
10.1021/ic800483g,1,7,H O
10.1021/ic8004932,1,3,C Cl H Ti
10.1021/ic800494h,1,5,C H Mo S
10.1021/ic800750g,1,29,Pb
10.1021/ic8007552,1,15,C Fe H O P S
10.1021/ic800790u,1,5,C Cl H N Pd
10.1021/ic800845h,1,41,C Cu H N O
10.1021/ic800878x,1,14,Ag Al Ar As B Ba Be Br C Ca Cd Ce Cl Co Cr Cs Cu Eu F Fe Ga Gd Ge H He I In K Kr La Li Mg Mn Mo N Na Nb Nd Ne Ni O P Pd Pm Pr Rb Rh Ru S Sb Sc Se Si Sm Sn Sr Tb Tc Te Ti V Xe Y Zn Zr
10.1021/ic800930t,1,21,Fe
10.1021/ic8009892,1,43,C H N S
10.1021/ic8010019,1,60,B H
10.1021/ic801117m,1,58,C H
10.1021/ic801277r,1,46,C Fe H S
10.1021/ic801327a,1,2,C H O P Ru Si
10.1021/ic801352d,1,1,C H N O Os
10.1021/ic8013706,1,28,C H
10.1021/ic801443y,1,1,C Cu H N O P Si
10.1021/ic801518h,1,8,C Fe H N P
10.1021/ic801535v,1,48,Cl Fe
10.1021/ic8015673,1,15,I O S Se
10.1021/ic801676n,1,44,C H Mo P
10.1021/ic801731s,1,43,B H N
10.1021/ic8017858,1,17,C H I Ir O
10.1021/ic801787s,1,10,C Cl H Mo O S
10.1021/ic8019777,1,25,C H Mn O Si
10.1021/ic8020063,1,15,C Cl Cu H N
10.1021/ic802212m,1,6,C H N P U
10.1021/ic802262h,1,32,Al C H N
10.1021/ic802286u,1,2,C Cl H N P Pd
10.1021/ic8024588,1,17,Au C H Li S
10.1021/ic900060d,1,7,C H N
10.1021/ic900066z,1,15,C H O U
10.1021/ic9001175,1,2,C Co H N O
10.1021/ic9001835,1,109,H Li
10.1021/ic900233d,1,8,C H N
10.1021/ic9002466,1,9,C Cu F H N O
10.1021/ic900285b,1,8,C H Ir
10.1021/ic900307f,1,4,C Cu H N O
10.1021/ic900347e,1,3,C Cl H O P Ru
10.1021/ic900417z,1,50,C H N Ni
10.1021/ic900467d,1,7,B C H Re W
10.1021/ic900495s,1,2,Ag Al Ar As B Ba Be Br C Ca Cd Ce Cl Co Cr Cs Cu Dy Er Eu F Fe Ga Gd Ge H He Ho I In K Kr La Li Mg Mn Mo N Na Nb Nd Ne Ni O P Pd Pm Pr Rb Rh Ru S Sb Sc Se Si Sm Sn Sr Tb Tc Te Ti Tm V Xe Y Zn Zr
10.1021/ic900552b,1,2,C Cl Co H N P Zr
10.1021/ic9005899,1,14,C H Mn N O
10.1021/ic900677c,1,68,C H
10.1021/ic900734d,1,35,Mo
10.1021/ic900744v,1,8,C Cu H N
10.1021/ic900765x,1,14,P
10.1021/ic900783k,1,6,C H O
10.1021/ic9008784,1,21,C Fe H S
10.1021/ic901003q,1,6,C H N Ni O
10.1021/ic901014r,1,1,Au C H O P
10.1021/ic901032c,1,2,C Cu H N P
10.1021/ic901072z,1,30,Ti
10.1021/ic9011026,1,8,C Fe H P
10.1021/ic9011197,1,2,Ag Al Ar As B Ba Be Br C Ca Cd Ce Cl Co Cr Cs Cu Eu F Fe Ga Gd Ge H He I In K Kr La Li Mg Mn Mo N Na Nb Nd Ne Ni O P Pd Pm Pr Rb Rh Ru S Sb Sc Se Si Sm Sn Sr Tc Te Ti V Xe Y Zn Zr
10.1021/ic901189k,1,8,C H N O Rh
10.1021/ic9012153,1,8,C F H N Na P
10.1021/ic901250z,1,189,C H
10.1021/ic901257s,1,3,C H P S
10.1021/ic9013587,1,35,C H Ir N P
10.1021/ic901377h,1,56,B Mn
10.1021/ic901391y,1,4,C Fe H N O
10.1021/ic901408n,1,3,Ag H P Se
10.1021/ic901421m,1,3,C H N Zn
10.1021/ic901477m,1,35,C H N Ru
10.1021/ic901481q,1,1,B C H Mo
10.1021/ic901581r,1,3,C H I N O U
10.1021/ic901584u,1,2,H
10.1021/ic901590s,1,3,C H
10.1021/ic9016307,1,5,Al C Cl H O
10.1021/ic901675p,1,3,C Fe H N O S
10.1021/ic901731b,1,3,B C H Ni S
10.1021/ic901789h,1,50,C Cl Fe H O
10.1021/ic901896z,1,7,B C H P
10.1021/ic9018986,1,10,C Cu H N
10.1021/ic902012z,1,12,C Cl H N P Pd
10.1021/ic902039g,1,15,B C H N
10.1021/ic902051t,1,16,C Fe H Mn N O
10.1021/ic9020993,1,2,C Cu F Fe H N O
10.1021/ic902126a,1,7,C Fe H
10.1021/ic902135t,1,5,C H Nd S
10.1021/ic902202s,1,7,Pd
10.1021/ic9022135,1,2,C Fe H O S
10.1021/ic902304a,1,1,C Fe H N O
10.1021/ic902354e,1,22,C H N
10.1021/ic902365a,1,18,C Fe H N O S
10.1021/ic902381b,1,2,O Se W
10.1021/ic902395v,1,33,C H O Ti
10.1021/ic902409n,1,3,C H N
10.1021/ic902418v,1,22,C Ca H N O
10.1021/ic902436s,1,4,B C H
10.1021/ic9024537,1,32,C Cu H N O
10.1021/ic9024553,1,18,B C F H N
10.1021/ic902504y,1,46,C H N O Ru
10.1021/ic902508z,1,1,H O
10.1021/ie200269q,1,3,H He
10.1021/ie300492z,1,8,C H N O
10.1021/ie303012n,1,1,H
10.1021/ie3035866,1,20,Ag
10.1021/ie400099q,1,3,Ca
10.1021/ie4001629,1,3,Br C H N O
10.1021/ie401861b,1,2,Li
10.1021/ie402221n,1,2,No
10.1021/ie403280h,1,32,C H N O
10.1021/ie403426c,1,3,Si
10.1021/ie404326j,1,1,B Ca Fm Hg Nd Ne Zn Zr
10.1021/ie501732a,1,111,C H
10.1021/ie502617r,1,187,C H O S
10.1021/ie503284x,1,10,Li
10.1021/ie504129e,1,8,C H
10.1021/ie505028w,1,1,B Be Li
10.1021/ie800684a,1,5,C H N O
10.1021/ja005543n,1,13,C O
10.1021/ja005565+,3,45,O
10.1021/ja016468z,1,22,C H I O P Rh
10.1021/ja016772s,1,46,C Cl H P Ru
10.1021/ja017351d,2,16,C Cl H N P Rh
10.1021/ja0176191,1,7,Ca Mn Ne P
10.1021/ja025633n,1,32,C H S
10.1021/ja025667v,2,76,B C H N Pt
10.1021/ja0262941,1,9,C H
10.1021/ja026608k,1,37,C Cl H Zr
10.1021/ja027326n,1,44,C H
10.1021/ja0276321,1,1,C Cl H N O V
10.1021/ja027762+,4,316,C H Pd
10.1021/ja028923c,1,39,C H N P Rh
10.1021/ja029125p,2,49,C Cl H O Pt
10.1021/ja029197g,1,27,C H O P Rh
10.1021/ja029584q,1,69,C H
10.1021/ja029712a,1,16,H
10.1021/ja029806k,1,3,C H Ni S
10.1021/ja029972s,2,4,Db Nd P Re Rh Th Zn
10.1021/ja031617u,1,18,C H N P Re Si
10.1021/ja034126i,1,47,C H
10.1021/ja034833b,1,25,C H N Ru Si
10.1021/ja0350280,1,65,C H O
10.1021/ja035165x,1,5,C H N P Re Si
10.1021/ja035590q,1,29,C Fe H N O S
10.1021/ja035729x,1,121,C H
10.1021/ja035826q,1,14,C F O
10.1021/ja0358697,1,41,Al Ar B Be C Ca Cl F H He K Li Mg N Na Ne O P S Si
10.1021/ja0362611,1,2,C Cl H Ir O P
10.1021/ja036264d,1,7,C H O V
10.1021/ja036999i,1,6,C H N P Re Si
10.1021/ja037325a,1,21,C H N O
10.1021/ja0376487,1,41,C H N O Si
10.1021/ja037983v,1,70,C H O Ru
10.1021/ja038082p,1,4,C H N Ni O S
10.1021/ja038327y,1,14,C H N
10.1021/ja038973x,1,245,C H N
10.1021/ja0390202,1,1,C H Mn N O
10.1021/ja039142u,1,47,C H
10.1021/ja0392216,1,1,C H N P V
10.1021/ja039419q,1,12,C Co H N S
10.1021/ja0424732,1,10,C Fe H N O S
10.1021/ja042622g,1,115,C Cl H N P Ru
10.1021/ja042958q,1,11,C Cr H S
10.1021/ja043460r,1,3,Fm
10.1021/ja043521l,1,73,C H
10.1021/ja043626o,1,16,H
10.1021/ja043692q,1,81,H N O
10.1021/ja043697n,1,13,C H P Ru
10.1021/ja043777r,1,18,B Be H He Li
10.1021/ja044603c,1,11,C Cl H O Pd
10.1021/ja044607h,1,13,C H N O
10.1021/ja044716w,1,18,C Fe H N O S
10.1021/ja045276b,1,14,C H N O
10.1021/ja0453174,1,15,C Cl H P Ru
10.1021/ja0472376,1,10,C F H N O S V
10.1021/ja047794s,1,15,C H N O Pd
10.1021/ja047915o,1,85,C Co H N
10.1021/ja048090l,1,17,C H O
10.1021/ja0484303,1,20,C H I N O Ru
10.1021/ja048476w,1,77,C Cl H Mg O
10.1021/ja048663u,1,28,C H Li Zn
10.1021/ja048739m,1,36,C Cl H O Rh
10.1021/ja049050k,1,2,C H N
10.1021/ja049346q,1,14,C Co H O
10.1021/ja0499243,1,43,C H Zr
10.1021/ja050298z,1,66,C Cl H Ru S
10.1021/ja050453+,3,177,H
10.1021/ja0504800,1,41,C H
10.1021/ja050583i,1,41,Br C H
10.1021/ja050904q,1,19,Li
10.1021/ja050949r,1,21,C H N O Pd
10.1021/ja051811b,1,34,C H N O Ru
10.1021/ja0519031,1,9,C Fe
10.1021/ja052047w,1,16,C H N O Pd
10.1021/ja052435y,1,38,C H O P Pd
10.1021/ja052689j,1,22,C H N O
10.1021/ja053528i,1,48,C H
10.1021/ja053710j,1,59,C H N O Ru
10.1021/ja053879x,1,2,C H N Ru
10.1021/ja0539138,1,26,C F H N
10.1021/ja0540728,1,14,B
10.1021/ja054282k,1,14,C Fe H N S
10.1021/ja054371x,1,7,Be
10.1021/ja054433j,1,32,C Fe H N O
10.1021/ja054553r,1,63,C H
10.1021/ja054569h,1,3,P
10.1021/ja054827a,1,41,C Cl H O Ru
10.1021/ja0549695,1,11,C Fe H N S
10.1021/ja0552951,1,18,C Mn O
10.1021/ja055317j,1,11,B C F H Ir N P
10.1021/ja055397r,1,3,C H P Si Y
10.1021/ja0555670,1,90,B C H O
10.1021/ja0556326,1,4,C H N
10.1021/ja055692b,1,10,C Cl Fe H P Pd S
10.1021/ja0556934,1,18,C H N P Ti
10.1021/ja055756i,9,111,C H O Pd S
10.1021/ja055856o,1,8,C Cu H N O S
10.1021/ja056165v,1,15,Br C H P Pd
10.1021/ja056630o,1,2,C
10.1021/ja056650q,1,207,H
10.1021/ja056661j,1,44,C H O Pd
10.1021/ja057127e,1,22,C H O
10.1021/ja0572452,1,12,C Co H N P Si
10.1021/ja057825z,1,37,C Cl H P Pd
10.1021/ja057827j,1,5,C H N P
10.1021/ja057937q,1,14,C H N Zr
10.1021/ja057998o,1,30,Au C Cl H N O
10.1021/ja0584119,1,13,C Cl H N O P
10.1021/ja0584830,1,5,C H S U
10.1021/ja058746q,1,3,C H O P
10.1021/ja060085p,1,5,C H P Pd
10.1021/ja060165t,1,48,C F H N O
10.1021/ja060180y,1,1,C Cu Fe H O
10.1021/ja060756j,1,31,C Co H
10.1021/ja060832i,1,1,B Be C F H He Li Mg N Na Ne O
10.1021/ja061346y,1,19,B C H N O
10.1021/ja061590p,1,30,C H N P Ti
10.1021/ja061604r,1,249,C H N O S
10.1021/ja061606b,1,6,C H N O S
10.1021/ja061609o,2,186,C Fe H N O
10.1021/ja061618x,1,21,C Fe H N O S
10.1021/ja061798a,1,1,C H Mn O
10.1021/ja061963m,1,16,C H Li N O
10.1021/ja0620181,1,54,H O
10.1021/ja062051n,1,1,C Fe H N
10.1021/ja062166r,1,4,Li
10.1021/ja0621997,1,74,H O
10.1021/ja062327r,1,16,C H N P Re Si
10.1021/ja062706k,1,4,C Fe H N S
10.1021/ja0630137,1,14,H P Pd
10.1021/ja063201x,1,28,C F H N S
10.1021/ja063243l,1,22,C H
10.1021/ja0635736,1,80,C H Sn
10.1021/ja063671r,1,27,B C Cu H N O
10.1021/ja0639315,1,8,C H N O
10.1021/ja063944i,1,45,C H Pd
10.1021/ja063980h,1,53,C H O
10.1021/ja0641498,1,13,C Fe H N O
10.1021/ja064167p,1,27,C Fe H N O S
10.1021/ja064262y,1,2,C H N Ru
10.1021/ja064570w,1,21,C H N Os P Si
10.1021/ja064601n,1,12,Al C H Li N
10.1021/ja064853o,1,8,B C F H N P Ti
10.1021/ja064924j,1,20,C Cl H N Ru
10.1021/ja066482h,1,12,Be
10.1021/ja0665949,1,4,C Cu N S
10.1021/ja066930l,1,93,C F H N Pd
10.1021/ja067878w,1,6,B C H O P Pd
10.1021/ja0679580,1,9,C H N O
10.1021/ja068058m,1,30,C H O V
10.1021/ja0681523,1,1,Al B Be C F H He Li Mg N Na Ne O P S Si
10.1021/ja068291k,1,29,C H N O
10.1021/ja0683180,1,24,C H P
10.1021/ja0684500,1,87,C H O P Pd
10.1021/ja068618h,1,35,C H N O S
10.1021/ja0687724,1,13,C H N O
10.1021/ja0689684,1,2,C H N P Ti
10.1021/ja0691324,1,27,C Cl Fe H P
10.1021/ja070123k,1,30,C H O
10.1021/ja0702162,1,6,C H P Pt
10.1021/ja070264m,1,3,C H Ni O Pt
10.1021/ja070324o,1,4,Gd Nd Pd
10.1021/ja070572k,1,10,B C H O P Pd
10.1021/ja070625y,1,206,C H
10.1021/ja070903t,1,24,C Fe H N O S
10.1021/ja070989q,1,30,C H N P Ti
10.1021/ja071034a,1,52,Br C H P Pd
10.1021/ja071070+,3,12,C H O
10.1021/ja0710858,1,1,C Ga H N Nd O
10.1021/ja0711011,1,21,C F H Ir N
10.1021/ja071364v,1,6,C Fe H N O S
10.1021/ja0715952,1,1,Mg
10.1021/ja0717414,1,4,C H N O P Pd
10.1021/ja071825c,1,14,C H
10.1021/ja071972a,1,19,C H O
10.1021/ja0719982,1,31,C Fe H N O S
10.1021/ja072037q,1,3,C H N O
10.1021/ja072208r,1,47,C Co H
10.1021/ja072478+,3,6,C H Sn
10.1021/ja072505w,1,45,C Cl H O Rh
10.1021/ja072532m,1,5,C H N O Zn
10.1021/ja072707s,1,5,C H O Re
10.1021/ja0734501,1,4,C H N O
10.1021/ja073578i,1,47,Au H
10.1021/ja0737321,1,3,Na O P W
10.1021/ja073747z,1,48,C Cl H O P Pd
10.1021/ja073897+,1,22,C H O Rh
10.1021/ja074044k,1,16,C H N Pd
10.1021/ja074378+,4,52,C Co H N P Si
10.1021/ja074518f,1,15,C H Sc
10.1021/ja074669i,1,1,C Cu H Li N O
10.1021/ja0749993,1,20,C Cl H N Ru
10.1021/ja075617w,1,24,C Fe H N
10.1021/ja075785o,1,56,B Be C H He Li
10.1021/ja075794x,1,34,Au C H P
10.1021/ja0760067,1,7,C Cl F H Zr
10.1021/ja076542z,1,20,C H N O P Rh
10.1021/ja0771890,1,134,C Cr H
10.1021/ja077258a,1,27,C F H I P Pt
10.1021/ja077337m,1,20,C Cl H N Zr
10.1021/ja077596b,1,122,C H
10.1021/ja077785u,1,4,B C F H N O
10.1021/ja078149z,1,1,C Cl H N Ru
10.1021/ja078157f,1,10,C H N O
10.1021/ja078298h,1,63,C N
10.1021/ja100925n,1,18,C Fe H O P
10.1021/ja100936w,1,13,C H
10.1021/ja100967g,1,11,C Fe H N O
10.1021/ja101044c,1,8,C H P Ru
10.1021/ja101233g,1,10,C H Ir N P
10.1021/ja101597s,1,179,C H
10.1021/ja101877a,1,52,C H N O
10.1021/ja102098p,1,30,H He Li
10.1021/ja102261m,1,83,Si
10.1021/ja1023157,1,11,H O P Ti W
10.1021/ja1023404,1,12,H N
10.1021/ja1024639,1,2,Ag C H
10.1021/ja103081n,1,10,C H N O P Pd
10.1021/ja103130u,1,31,C Cl H N O
10.1021/ja103253d,1,98,C H
10.1021/ja103367e,1,6,C Fe H Ni P
10.1021/ja103460p,1,6,C F H N
10.1021/ja103531z,1,88,C H N
10.1021/ja103551x,1,9,C H N
10.1021/ja103578y,1,344,H O
10.1021/ja103973a,1,1,C Cl Fe H P
10.1021/ja104155f,1,17,C H
10.1021/ja104196x,1,4,C H O S
10.1021/ja104264v,1,77,C H N O
10.1021/ja104297g,1,14,C H N O P Pd
10.1021/ja104439w,1,90,C Cl H Zn
10.1021/ja104775j,1,32,H
10.1021/ja104837h,1,60,C H N O P Pd S
10.1021/ja104961s,1,16,C Cl H N O Ru
10.1021/ja105075h,1,8,B C F
