ArticleURL,Reaction_Class,Title,Year,Cites,Abstract
https://pubs.acs.org/doi/abs/10.1021/jacs.3c10551,"['HomogeneousCatalysis', 'Carbonylation']",Ethylene Methoxycarbonylation over Heterogeneous Pt1/MoS2 Single-Atom Catalyst: Metal-Support Concerted Catalysis,2023,30,"… 2 nanosheets, we performed DFT calculations in combination … with those obtained by DFT calculations. Taken together, … , the rate-determining step is the carbonylation while the last …"
https://pubs.acs.org/doi/abs/10.1021/ja903278n,['Carbonylation'],Effects of ligand composition on the oxidative carbonylation of toluene to toluic acid catalyzed by Rh (III) complexes,2009,23,… selectivity of Rh(III) in the oxidative carbonylation of toluene to toluic acid. The catalyst activity … for toluene activation based on density functional theory and transition state theory. The …
https://pubs.acs.org/doi/abs/10.1021/jacs.2c03478,['Carbonylation'],Chemistry of ketene transformation to gasoline catalyzed by H-SAPO-11,2022,32,… the DME carbonylation process and was evidenced by the formation of deuterated acetic acid (CH 2 DCOOD) upon the introduction of deuterated water into the carbonylation reaction. (…
https://pubs.acs.org/doi/abs/10.1021/jacs.9b00585,['Carbonylation'],Identification of the reaction sequence of the MTO initiation mechanism using ab initio-based kinetics,2019,74,"… is largely limited to density functional theory (DFT) typically at the … order, often labeled MP2:DFT) have been employed, which … (13) We note that the carbonylation of methanol and DME …"
https://pubs.acs.org/doi/full/10.1021/ja993897c,['Carbonylation'],"… Synthesis of 3,6-Dihydro-1H-pyridin-2-ones:  Unexpected Regioselectivity in the Palladium-Catalyzed Decarboxylative Carbonylation of 5-Vinyloxazolidin-2-ones",2000,79,… vinyloxazolidinone 5 and subjected it to carbonylation under Ohfune's conditions. 4c The … formed in the carbonylation of vinylaziridines. Subjecting 5 to our carbonylation conditions did …
https://pubs.acs.org/doi/abs/10.1021/ja3005804,"['TransitionMetal', 'Carbonylation']",Imidazol(in)ium Hydrogen Carbonates as a Genuine Source of N-Heterocyclic Carbenes (NHCs): Applications to the Facile Preparation of NHC Metal Complexes …,2012,217,"… low energy pathway, as substantiated by Density Functional Theory (DFT) calculations. … [NHC(H)][HCO 3 ] based ILs have been recently employed for the organocatalyzed carbonylation …"
https://pubs.acs.org/doi/abs/10.1021/jacs.0c09254,"['HomogeneousCatalysis', 'Carbonylation', 'Photoredox']",Binuclear Pd (I)–Pd (I) catalysis assisted by iodide ligands for selective hydroformylation of alkenes and alkynes,2020,62,"… enables the development of other carbonylation reactions of high importance to chemical industry. … detailed experimental studies, which we further corroborated with DFT calculations. …"
https://pubs.acs.org/doi/abs/10.1021/ja405477m,['Carbonylation'],Synthesis of a Base-Free Hafnium Nitride from N2 Cleavage: A Versatile Platform for Dinitrogen Functionalization,2013,73,… the synthesis of titanium isocyanates following the carbonylation of N 2 in the presence of … was analyzed with the assistance of full molecule DFT calculations. The coordinates for the …
https://pubs.acs.org/doi/abs/10.1021/ja0438821,"['HomogeneousCatalysis', 'Carbonylation']",Steric and Electronic Properties of N-Heterocyclic Carbenes (NHC):  A Detailed Study on Their Interaction with Ni(CO)4,2005,798,"… The observation that Ni(CO) 3 (IMes) resists carbonylation under CO pressure and that no … To have an aseptic estimate of the bulkiness of the various ligands, we examined the DFT …"
https://pubs.acs.org/doi/abs/10.1021/ja207389z,"['HomogeneousCatalysis', 'Carbonylation']",Activated metallic gold as an agent for direct methoxycarbonylation,2011,43,"… to the carbonylation pathway well known for homogeneously catalyzed carbonylation reactions, … Density functional theory (DFT) calculations establish that methoxycarbonyl is a stable …"
https://pubs.acs.org/doi/abs/10.1021/ja973609h,"['TransitionMetal', 'HomogeneousCatalysis', 'Carbonylation']","First synthesis, experimental and theoretical vibrational spectra of an oxametallacycle on a metal surface",1998,165,"… Density Functional Theory (DFT) calculations were employed … However, one of the vibrational modes predicted by DFT … and epoxidation processes, carbonylation and decarbonylation …"
https://pubs.acs.org/doi/abs/10.1021/ja101044c,"['TransitionMetal', 'HomogeneousCatalysis', 'Carbonylation']",Hydrogen generation from alcohols catalyzed by ruthenium− triphenylphosphine complexes: multiple reaction pathways,2010,226,"… We report a comprehensive density functional theory (DFT) study of the mechanism of the … Following this analysis of the bonding properties of the carbonylated products, we investigated …"
https://pubs.acs.org/doi/abs/10.1021/jacs.4c00374,['Carbonylation'],"Enantioselective sulfonimidamide acylation via a cinchona alkaloid-catalyzed desymmetrization: Scope, data science, and mechanistic investigation",2024,19,"… an enantioselective Pd-catalyzed aryl-carbonylation of sulfonimidamides with aryl and … Using DFT calculations, we identified tetrahedral adduct transition state structures (S)-11aa …"
https://pubs.acs.org/doi/abs/10.1021/jacs.6b07269,['Carbonylation'],Conversion of simple cyclohexanones into catechols,2016,182,"… Interestingly, norethindrone 9 delivered the α-carbonylation product 10 instead of the … and phenol, we conducted a density functional theory (DFT) calculation investigation into the …"
https://pubs.acs.org/doi/abs/10.1021/ja016772s,"['TransitionMetal', 'Carbonylation']",Mechanism of ruthenium-catalyzed olefin metathesis reactions from a theoretical perspective,2002,327,… This paper presents a density functional theory study of the ruthenium-catalyzed olefin metathesis reactions. The ligand binding energy has been calculated in the first generation of …
https://pubs.acs.org/doi/full/10.1021/ja003932b,['Carbonylation'],Synthesis and Properties of Boranocarbonate:  A Convenient in Situ CO Source for the Aqueous Preparation of [99mTc(OH2)3(CO)3]+,2001,613,"… We report here the first commercially feasible preparation of an organometallic transition-metal complex in physiological media, using a boron-based carbonylating agent which acts as …"
https://pubs.acs.org/doi/abs/10.1021/ja4111336,"['HomogeneousCatalysis', 'Carbonylation']",Metalloradical Approach to 2H-Chromenes,2014,171,"… metalloradical-catalyzed carbene carbonylation protocol to synthesize … both at the uncorrected DFT level and with DFT-D3 to … , and overall, the DFT-D3 and DFT reaction profiles are very …"
https://pubs.acs.org/doi/abs/10.1021/ja061018y,['Carbonylation'],On the reactivity of surface methoxy species in acidic zeolites,2006,212,"… (iv) The classic Koch carbonylation reaction and Ritter reaction in solution can be performed … Furthermore, Sinclair and Catlow 63 performed DFT calculations to investigate the …"
https://pubs.acs.org/doi/abs/10.1021/ja011540e,['Carbonylation'],Ru3(CO)12-Catalyzed Coupling Reaction of sp3 C−H Bonds Adjacent to a Nitrogen Atom in Alkylamines with Alkenes,2001,416,"… The initial aim of the study was the carbonylation at sp 3 C−H bonds. However, it was not possible to explore the direct carbonylation at an sp 3 C−H bond when N-pyridyl cyclic amines …"
https://pubs.acs.org/doi/abs/10.1021/ja0584830,['Carbonylation'],"… (SMes*)3 (Ln = La, Ce, Pr, Nd):  Lanthanide(III)/Actinide(III) Differentiation in Agostic Interactions and an Unprecedented η3 Ligation Mode of the Arylthiolate Ligand, from X-ray Diffraction and DFT …",2006,109,… X-ray diffraction and density functional theory (DFT) analysis revealed that the shortening of … using the Kohn−Sham formalism of DFT including scalar relativistic effects. The complexes …
https://pubs.acs.org/doi/abs/10.1021/ja500393g,"['TransitionMetal', 'Carbonylation']",Boron nitride nanosheet on gold as an electrocatalyst for oxygen reduction reaction: theoretical suggestion and experimental proof,2014,282,… Density-functional theory calculations show that the band gap of a free h-BN monolayer is 4.6 eV but a slight protrusion of the unoccupied BN states toward the Fermi level is observed if …
https://pubs.acs.org/doi/abs/10.1021/jacs.3c01772,['Carbonylation'],Characterization of Methyl- and Acetyl-Ni Intermediates in Acetyl CoA Synthase Formed during Anaerobic CO2 and CO Fixation,2023,16,… BS DFT calculations indicate that the Ni p –C acetyl is in the Ni … -DFT calculations of the Ni pre-edge peak reproduce this change (Figure 6a (inset)). These data reveal that carbonylation …
https://pubs.acs.org/doi/abs/10.1021/jacs.1c06906,['Carbonylation'],"N2/CO Exchange at a Vinylidene Carbon Center: Stable Alkylidene Ketenes and Alkylidene Thioketenes from 1,2,3-Triazole Derived Diazoalkenes",2021,76,"… Density functional theory calculations suggest the substitution with isocyanides to take … (28−30) Note, in the reverse sense, alkylidene ketenes can be considered as carbonylation …"
https://pubs.acs.org/doi/abs/10.1021/ja1012382,['Carbonylation'],Isocyano Analogues of [Co(CO)4]n: A Tetraisocyanide of Cobalt Isolated in Three States of Charge,2010,107,… DFT calculations are used to rationalize this structural modulation in terms of thermal access to low-energy b 2 -symmetric C−Co−C bending modes. Treatment of Na[Co(CNAr Mes2 ) 4 …
https://pubs.acs.org/doi/abs/10.1021/jacs.5b08707,['Carbonylation'],Evolution of C–H bond functionalization from methane to methodology,2016,788,"… Carbonylation of this alkene and cyclization led to the core of this molecule. … conducted cross-coupling, hydrogenation, and carbonylation reactions. Such requirements can be alleviated …"
https://pubs.acs.org/doi/abs/10.1021/jacs.3c11959,['Carbonylation'],Spectroscopic identification of charge transfer of thiolated molecules on gold nanoparticles via gold nanoclusters,2024,19,… Density functional theory (DFT) calculations further revealed that AuNCs could amplify the charge transfer process at the molecular level by pumping electrons to the surface of AuNPs. …
https://pubs.acs.org/doi/abs/10.1021/ja803112w,"['HomogeneousCatalysis', 'Carbonylation']",Toward a chemical mechanism of proton pumping by the B-type cytochrome c oxidases: Application of density functional theory to cytochrome ba 3 of Thermus …,2008,76,… structures obtained from density functional theory (DFT) geometry … Four types of DFT were applied to determine the energy of … This application of DFT generally conforms with previously …
https://pubs.acs.org/doi/abs/10.1021/jacs.1c11782,['Carbonylation'],“Spine surgery” of perylene diimides with covalent B–N bonds toward electron-deficient BN-embedded polycyclic aromatic hydrocarbons,2022,86,"… The Pd-catalyzed carbonylation was thus selected owing to … 2-fold Pd-catalyzed carbonylation, followed by imidation in … are in good agreement with the DFT calculations (Table S1). …"
https://pubs.acs.org/doi/abs/10.1021/ja0116627,['Carbonylation'],Differentiation of β-sheet-forming structures: Ab initio-based simulations of IR absorption and vibrational CD for model peptide and protein β-sheets,2001,370,"… The heart of these simulations is the ab initio density functional theory (DFT) calculation of vibrational absorption and VCD parameters (atomic polar and axial tensors, APT and AAT, as …"
https://pubs.acs.org/doi/abs/10.1021/jacs.3c09255,['Carbonylation'],Gerhardtite as a precursor to an efficient CO-to-acetate electroreduction catalyst,2023,39,"… (17,18) Today, it is produced industrially through the thermal carbonylation of methanol and … Last, we used density functional theory (DFT) calculations to gain mechanistic insights into …"
https://pubs.acs.org/doi/abs/10.1021/jacs.4c06044,"['HomogeneousCatalysis', 'Carbonylation', 'Photoredox']",Visible-Light-Promoted Enantioselective Acylation and Alkylation of Aldimines Enabled by 9-Fluorenone Electron-Shuttle Catalysis,2024,13,"… [the redox potential is matched by density functional theory (DFT) calculation], which is … by the N,N′-dioxide ligand, we carried out DFT calculations using the chiral L 3 -PiAd/Sc(OTf) 3 …"
https://pubs.acs.org/doi/abs/10.1021/jacs.9b11382,"['TransitionMetal', 'HomogeneousCatalysis', 'Carbonylation', 'Photoredox']","Catalytic enantioselective boryl and silyl substitution with trifluoromethyl alkenes: scope, utility, and mechanistic nuances of Cu–F β-elimination",2019,112,"… We then carried out DFT studies to obtain appropriate stereochemical models that account for stereoselectivity levels and trends, including the reversal in enantioselectivity in boryl and …"
https://pubs.acs.org/doi/abs/10.1021/jacs.1c04759,['Carbonylation'],Enantioselective synthesis of axially chiral biaryls by Diels–Alder/Retro-Diels–Alder reaction of 2-pyrones with alkynes,2021,80,"… To explore the reaction mechanism and the origins of the stereoselectivities, DFT calculations … We carried out DFT calculations on the corresponding transition states and intermediates, …"
https://pubs.acs.org/doi/abs/10.1021/jacs.2c02212,['Carbonylation'],Structure and framework association of Lewis acid sites in MOR zeolite,2022,43,"… (s) by confronting experimental to DFT calculated NMR parameters of … in reactions such as DME carbonylation, where Py was … that can be compared to DFT computational models. The …"
https://pubs.acs.org/doi/abs/10.1021/jacs.3c11246,['Carbonylation'],Unraveling the pH-dependent oxygen reduction performance on single-atom catalysts: from single-to dual-sabatier optima,2024,92,"… In this study, we take the crucial first step toward understanding M–N–C SACs by DFT calculations that uncover their unique scaling relations among the adsorbate bonding strengths. …"
https://pubs.acs.org/doi/abs/10.1021/jacs.0c08973,['Carbonylation'],Carbonylative C–C Bond Activation of Aminocyclopropanes Using a Temporary Directing Group Strategy,2020,25,"… of the process, we sought carbonylation conditions that would … resulting mixture to the carbonylation conditions provided lactam … Accordingly, we performed DFT analysis of the current …"
https://pubs.acs.org/doi/abs/10.1021/jacs.4c10819,"['CO2RR', 'Carbonylation']",Consecutive C–C Coupling of CH4 and CO2 Mediated by Heteronuclear Metal Cations CuTa+,2024,4,"… On the basis of density functional theory calculations, we identified that Cu can modulate the … for the production of H 2 C═C═O, a crucial intermediate during carbonylation reactions. …"
https://pubs.acs.org/doi/abs/10.1021/ja104025v,['Carbonylation'],Carbon Monoxide-Induced Dinitrogen Cleavage with Group 4 Metallocenes: Reaction Scope and Coupling to N− H Bond Formation and CO Deoxygenation,2010,88,"… competitive with N 2 carbonylation, and significant quantities of … C−H bond activation, as carbonylation of the zirconocene and … labeling studies and density functional theory calculations, …"
https://pubs.acs.org/doi/abs/10.1021/ja100925n,"['HomogeneousCatalysis', 'Carbonylation']",Iron-catalyzed hydrogen production from formic acid,2010,394,"… To explain these spectroscopic results, we performed DFT calculations for [Fe(CO) 3 (PPh 3 ) 2 ]. Geometry optimizations have been carried out using the Gaussian 03 program package…"
https://pubs.acs.org/doi/full/10.1021/ja010963d,"['TransitionMetal', 'Carbonylation']",Catalyst design by interpolation in the periodic table: bimetallic ammonia synthesis catalysts,2001,890,… We study the chemical behavior of alloy surfaces with mixed-metal sites for ammonia synthesis using plane wave DFT calculations. The RPBE exchange-correlation functional is applied…
https://pubs.acs.org/doi/abs/10.1021/jacs.5c01515,['Carbonylation'],Mild-Condition Conversion of Methane to Acetic Acid over MoS2–Confined Rh–Fe Sites,2025,0,"… To provide insights into the nature of active sites for CH 4 oxidative carbonylation by CO and O 2 over the RhFe-MoS 2 catalyst, we performed density functional theory (DFT) …"
https://pubs.acs.org/doi/abs/10.1021/jacs.8b12397,"['TransitionMetal', 'Carbonylation']",Highly efficient photo-and electroluminescence from two-coordinate Cu (I) complexes featuring nonconventional N-heterocyclic carbenes,2019,287,"… However, our TD-DFT calculations, which correspond well with the experimental ICT energies, find a T 2 state localized on Cz that is 0.29 eV (2340 cm –1 ) higher in energy than the T 1 …"
https://pubs.acs.org/doi/abs/10.1021/jacs.1c06178,['Carbonylation'],Enantioselective oxidative multi-functionalization of terminal alkynes with nitrones and alcohols for expeditious assembly of chiral α-alkoxy-β-amino-ketones,2021,57,… We further carried out density functional theory (DFT) calculations to elucidate how chirality is introduced in this gold and CPA cooperative catalyzed three-component reaction in …
https://pubs.acs.org/doi/abs/10.1021/jacs.2c11521,['Carbonylation'],Impact of the local environment on Li ion transport in inorganic components of solid electrolyte interphases,2022,70,… to benchmark with the DFT single-point calculations even though the DFT calculation for such … The energies and forces predicted by the DP model match well with those labeled by DFT …
https://pubs.acs.org/doi/abs/10.1021/jacs.9b07891,"['HomogeneousCatalysis', 'Carbonylation']",Strongly lewis acidic metal–organic frameworks for continuous flow catalysis,2019,173,"… We used a range of computational and spectroscopic techniques, including density functional theory (DFT), extended X-ray absorption fine-structure (EXAFS) and X-ray absorption near-…"
https://pubs.acs.org/doi/abs/10.1021/jacs.0c08607,['Carbonylation'],Highly Selective Hydrogenation of CO2 to Ethanol via Designed Bifunctional Ir1–In2O3 Single-Atom Catalyst,2020,229,… DFT calculations demonstrated that CO 2 was more favorably adsorbed onto Ir 1 –In 2 O 3 than onto In 2 O 3 (Figure 3c). Chemisorbed CO 2 formed CO 2 * (asterisk (*) represents the …
https://pubs.acs.org/doi/abs/10.1021/ja0258226,['Carbonylation'],"The development of the first catalyzed reaction of ketenes and imines: catalytic, asymmetric synthesis of β-lactams",2002,567,… Alper reported a carbonylation of chiral and meso aziridines to produce optically enriched … A preliminary DFT calculation we performed (B3LYP/6-31G*) revealed a stable adduct 9 of …
https://pubs.acs.org/doi/abs/10.1021/ja211658t,"['HomogeneousCatalysis', 'Carbonylation']",Iron nanoparticles catalyzing the asymmetric transfer hydrogenation of ketones,2012,271,"… We recently reported an extensive spectroscopic and DFT study of the species observed during … DFT calculations showed that formation of 3 was highly energetically favorable, as was …"
https://pubs.acs.org/doi/abs/10.1021/ja049050k,['Carbonylation'],2+ and Analogues:  A New Class of Diiron Dithiolates as Structural Models for the HoxAir State of the Fe-Only Hydrogenase,2004,103,"… with tricarbonyl derivatives favoring more highly carbonylated products. The structures of the … DFT calculations show that a bridging CO or MeNC establishes a 3-center, 2-electron bond …"
https://pubs.acs.org/doi/abs/10.1021/jacs.6b01341,['Carbonylation'],"Energy analysis of aluminosilicate zeolites with comprehensive ranges of framework topologies, chemical compositions, and aluminum distributions",2016,115,… Density functional theory (DFT) calculations with either periodic boundary conditions or cluster models have revealed the relations between framework energies versus locations and …
https://pubs.acs.org/doi/abs/10.1021/jacs.5b01745,['Carbonylation'],Oxygenation of methylarenes to benzaldehyde derivatives by a polyoxometalate mediated electron transfer–oxygen transfer reaction in aqueous sulfuric acid,2015,99,… the corresponding haloarenes followed by carbonylation with carbon monoxide typically using … Cyclic voltammetry and DFT calculations coupled with mechanistic probe reactions show …
https://pubs.acs.org/doi/abs/10.1021/jacs.4c16833,['Carbonylation'],P–P Coupling with and without Terminal Metal–Phosphorus Intermediates,2025,3,"… –vis data with TD-DFT results for 1 [2], see Figure S8). DFT optimized geometries of 2 in either … first example of diphosphorus carbonylation to afford a metal phosphaethynolate complex. …"
https://pubs.acs.org/doi/abs/10.1021/jacs.3c06966,['Carbonylation'],The Role of Surface Complexes in Ketene Formation from Fatty Acids via Pyrolysis over Silica: from Platform Molecules to Waste Biomass,2023,4,… in the acid-catalyzed carbonylation over zeolites by ab initio … The density functional theory method (DFT) was used to identify the nature of the absorption bands in the IR spectra. DFT …
https://pubs.acs.org/doi/abs/10.1021/ja000716u,['Carbonylation'],"Hexacarbonyldiplatinum (i). Synthesis, spectroscopy, and density functional calculation of the first homoleptic, dinuclear platinum (i) carbonyl cation,[{Pt (CO) 3} 2] 2+ …",2000,66,"… They are usually prepared by the reductive carbonylation of platinum halides in basic media… , which are consistent with those predicted by the DFT calculation at the B3LYP level (vide …"
https://pubs.acs.org/doi/abs/10.1021/jacs.8b06089,['Carbonylation'],Electron Transfer Reactions: KOtBu (but not NaOtBu) Photoreduces Benzophenone under Activation by Visible Light,2018,101,"… TD-DFT calculated vertical excitation energy (VEE) and DFT calculated single electron … d,p) and subsequent single point energy or TD-DFT calculations carried out using CAM-B3LYP/6-…"
https://pubs.acs.org/doi/abs/10.1021/jacs.0c07161,['Carbonylation'],Reductive Cleavage of the CO Molecule by a Reactive Vicinal Frustrated PH/BH Lewis Pair,2020,23,"… In the presence of B(C 6 F 5 ) 3 , the carbonylation reaction took a different course. Treatment of the … Our DFT analysis shows that in solution, compound 12 is the energetically preferred …"
https://pubs.acs.org/doi/abs/10.1021/ja002360s,['Carbonylation'],"Superelectrophilic Tetrakis(carbonyl)palladium(II)- and -platinum(II) Undecafluorodiantimonate(V), [Pd(CO)4][Sb2F11]2 and [Pt(CO)4][Sb2F11]2:  Syntheses …",2001,75,"… carbonylation in SbF 5 , 67 the same synthetic approach has been applied to the reductive carbonylation of Pd… -crystal X-ray diffraction, and DFT calculations are the subject of this study. …"
https://pubs.acs.org/doi/abs/10.1021/jacs.9b07743,['Carbonylation'],"CO coupling chemistry of a terminal Mo carbide: sequential addition of proton, hydride, and CO releases ethenone",2019,46,"… In summary, a terminal Mo carbide complex has been demonstrated to undergo direct carbonylation, in conjunction with ligand functionalization, affording a phosphoranylideneketene …"
https://pubs.acs.org/doi/abs/10.1021/jacs.9b00733,"['HomogeneousCatalysis', 'Carbonylation']",Metal–organic frameworks as catalysts for organic synthesis: a critical perspective,2019,735,"… A much anticipated follow-up study was published three years later, where the entire catalytic cycle of the Rh-catalyzed carbonylation of methyl halides was described in great detail …"
https://pubs.acs.org/doi/abs/10.1021/jacs.3c00773,['Carbonylation'],One-step formation of pharmaceuticals having a phenylacetic acid core using water microdroplets,2023,41,"The properties of water microdroplets strikingly differ from bulk water. Using room-temperature water microdroplets, we find that toluene can react with CO 2 to form phenylacetic acid in …"
https://pubs.acs.org/doi/abs/10.1021/jacs.4c07999,['Carbonylation'],An Azide-Free Synthesis of Metallodiazomethanes Using Nitrous Oxide,2024,5,"… to those used for their carbonylation did not result in any … Indeed, density functional theory (DFT) studies support this … analogue ketenyl anions, we performed DFT calculations (Figure 4). …"
https://pubs.acs.org/doi/abs/10.1021/ja403965h,['Carbonylation'],Enhanced electron-transfer reactivity of nonheme manganese (IV)–oxo complexes by binding scandium ions,2013,149,… The binding of Sc 3+ ions to the Mn IV (O) complexes was examined by spectroscopic methods as well as by DFT calculations. The one-electron reduction potentials of the Mn IV (O) …
https://pubs.acs.org/doi/abs/10.1021/jacs.3c01614,['Carbonylation'],Surface overpotential as a key metric for the discharge–charge reversibility of aqueous zinc-ion batteries,2023,119,"… (43−45) Although more in-depth investigations are needed to clarify this observation, density functional theory (DFT) calculations (Figure S14) suggest that the adsorption of HMPA …"
https://pubs.acs.org/doi/abs/10.1021/jacs.4c02835,"['HomogeneousCatalysis', 'Carbonylation']",Sustainable adipic acid production via paired electrolysis of lignin-derived phenolic compounds with water as hydrogen and oxygen sources,2024,20,… Systematic experimental investigations and density functional theory (DFT) calculations reveal that the excellent electrocatalytic performance can be ascribed to the optimizing …
https://pubs.acs.org/doi/abs/10.1021/jacs.3c05627,['Carbonylation'],Iron-Catalyzed Intermolecular C–N Cross-Coupling Reactions via Radical Activation Mechanism,2023,32,… an unprecedented radical activation mechanism that is completely distinct from traditional C–N cross-coupling reactions on the basis of a combination of experimental studies and DFT …
